Time                        Bx(nT)         By(nT)         Bz(nT)
          13024.423          6.3928        -5.5230         6.2019
          13027.431         -1.1422        -0.3894         3.2060
          13030.439         -4.8816        -5.3918         6.0477
          13033.447         -6.4043        -9.0540         8.5599
          13036.454         -1.5412       -12.1781         5.6154
          13039.462          1.0672        -9.9459         2.2684
          13042.470          6.3096        -9.9013        -3.3894
          13045.478          1.3759        -4.8256        -1.7993
          13048.486         -0.7243        -6.4026        -3.1845
          13051.494          0.1792         0.2051         4.9779
          13054.502          2.5610        -4.4566         7.0523
          13057.510          2.4215        -8.2251         5.1117
          13060.518          5.0271        -6.1310        -2.8107
          13063.526          4.6120        -4.5587        -2.9461
          13066.534          3.8906        -3.3098         1.5782
          13069.542          2.2703        -4.8278         2.0585
          13072.550          2.8517        -9.4929        -1.0095
          13075.558          3.6923       -10.2927        -3.7968
          13078.566         -1.8137        -6.0951         7.9268
          13081.574         -3.2752        -4.6619         7.4437
          13084.582          2.4182        -6.3646         6.4592
          13087.590          5.1930        -9.6393         0.6216
          13090.598          5.9121       -13.0894        -3.4301
          13093.606          8.4369       -10.4610        -4.0319
          13096.613         14.0056         0.6348         1.4344
          13099.621          7.7480        -2.4496         8.0302
          13102.629          2.1434        -5.7242         7.9227
          13105.637         -1.1988        -8.2761         4.5242
          13108.645          0.2807        -5.3210         5.1981
          13111.653          6.4447        -5.6542         7.8138
          13114.661          3.1586        -8.8558         3.9778
          13117.669          4.9029        -6.5960         7.8603
          13120.677         11.3799        -5.0062         8.5781
          13123.685          9.4850         1.1180         3.9098
          13126.693          2.9634        -5.8605         5.8930
          13129.701          4.1797        -6.8331        11.8809
          13132.709          3.2739        -7.9918         8.8416
          13135.717         -0.6328       -11.1822         4.5316
          13138.725          2.9976        -9.3421        -0.2657
          13141.733          2.1673        -9.6868        10.6453
          13144.741          0.7312       -12.6805         9.0933
          13147.749          6.6930         5.6803         7.1497
          13150.757          8.9581         6.8644         1.7281
          13153.765          3.4660        -0.9548         0.2769
          13156.772          4.7080        -5.4574         9.7618
          13159.780         -2.1184        -5.1947         7.2414
          13162.788         -1.0595        -4.6078         4.8951
          13165.796         -0.8801        -4.4477         3.9133
          13168.804          0.8846       -11.8065         1.6114
