Time                      Vx(km/s)         Vy(km/s)       Vz(km/s)       Density(cm^-3)Temp(eV)
          8524.5288       -276.4193       114.7430       -15.0556        15.5845        84.1315
          8527.5367       -275.0424       114.6801       -15.8191        15.4055        83.3764
          8530.5446       -263.9097       116.8740       -14.5700        14.7886        83.0786
          8533.5526       -273.6756       116.1630       -14.8687        14.9428        85.8750
          8536.5605       -270.3070       118.7600       -15.9548        14.8561        85.4375
          8539.5685       -267.7711       114.1350       -14.5180        14.6323        81.8345
          8542.5764       -271.6023       118.0017       -16.7170        14.7511        81.8100
          8545.5844       -270.5002       115.8484       -15.1417        15.3457        82.8905
          8548.5923       -271.1484       111.4855       -13.7801        15.4782        79.9066
          8551.6003       -272.5881       112.5549       -13.8896        15.3527        81.7199
          8554.6082       -270.3565       112.7154       -12.1600        15.0495        84.6029
          8557.6162       -269.3936       115.3072       -12.7944        15.3191        84.4598
          8560.6241       -269.0733       117.6615       -15.2523        15.3681        83.5862
          8563.6321       -271.1735       116.1132       -16.9559        15.3436        82.4813
          8566.6400       -265.7064       113.5672       -14.4505        15.4307        81.4710
          8569.6480       -264.2926       116.9346       -17.6229        14.9617        80.9643
          8572.6559       -270.0019       115.1280       -18.3711        15.3453        80.7913
          8575.6639       -265.4838       114.3575       -17.3214        15.2404        79.4284
          8578.6718       -265.0279       111.9178       -17.5491        14.6480        81.8989
          8581.6798       -267.1377       116.1560       -19.1377        14.3095        84.8968
          8584.6877       -272.2284       121.0091       -23.4937        14.7861        86.1621
          8587.6957       -262.8375       115.2068       -15.9233        15.3775        81.2555
          8590.7036       -263.8784       113.1044       -16.8770        15.0051        79.2380
          8593.7116       -273.8111       113.8260       -21.4387        14.5812        83.1178
          8596.7195       -271.0729       118.6047       -18.4284        15.0753        85.4452
          8599.7275       -267.3704       111.9192       -10.3677        15.7727        82.1525
          8602.7354       -274.0894       115.6013       -18.2926        15.0047        82.7070
          8605.7434       -273.7471       115.6495       -17.1227        15.0330        83.5984
          8608.7513       -271.1750       112.4259       -13.7841        14.7883        83.1423
          8611.7593       -269.9146       114.4779       -18.7897        13.7744        85.3984
          8614.7672       -270.6069       112.9244       -16.2727        14.1115        85.8890
          8617.7752       -273.5640       117.5005       -17.5784        14.6893        86.6667
          8620.7831       -269.4377       112.2382       -14.0958        14.3395        84.2703
          8623.7911       -268.6092       111.3101       -14.2070        14.4018        80.2889
          8626.7990       -273.4741       114.2407       -17.5395        13.8632        83.7935
          8629.8070       -266.7132       114.2375       -14.4487        13.7642        85.1469
          8632.8149       -270.9488       116.8032       -15.7259        14.6819        83.2214
          8635.8229       -278.5678       112.3542       -17.7741        14.3784        83.2851
          8638.8308       -272.1494       118.1712       -17.7986        13.8954        85.9360
          8641.8388       -274.4956       117.1310       -17.9983        14.1146        85.6327
          8644.8467       -271.9530       112.7191       -16.3522        14.1318        85.9518
          8647.8547       -271.8880       112.2680       -16.0416        13.7793        85.7783
          8650.8626       -273.5180       116.8363       -18.8790        13.7974        82.8224
          8653.8706       -273.6975       120.9379       -20.0423        14.1154        82.2904
          8656.8785       -273.1439       112.6724       -16.3197        14.3234        81.5798
          8659.8865       -272.2916       112.6273       -15.4262        14.3826        81.4923
          8662.8944       -269.9938       115.6550       -13.9621        14.4647        83.6743
          8665.9024       -269.1951       115.9383       -13.2659        15.1365        84.6046
          8668.9103       -264.4070       114.1368       -11.7965        14.5333        82.7133
          8671.9183       -268.2987       115.0512       -12.7477        14.4972        82.7947
          8674.9262       -269.4826       119.5730       -14.6441        15.6031        82.7953
          8677.9342       -267.1645       116.9293       -13.9017        15.7405        82.5062
          8680.9421       -272.3060       117.1781       -16.9462        16.1606        80.2740
          8683.9501       -269.0049       117.2362       -17.5867        15.4894        80.2632
          8686.9580       -272.6626       119.1116       -19.8817        15.2093        81.8547
          8689.9660       -273.1127       117.7653       -17.6751        14.8767        79.8740
          8692.9739       -267.0656       112.8356       -13.3375        14.6270        78.2637
          8695.9819       -269.9483       112.4082       -14.9780        14.6347        81.9677
          8698.9898       -268.6605       117.6889       -15.7592        15.1355        83.0746
