Time                         Bx(nT)         By(nT)         Bz(nT)         Btot(km/s)    Vx(km/s)        Vy(km/s)      Vz(km/s)       Vtot(km/s)      Density(cm^-3)Temp(K)
2007-06-08/07:33:40         14.4870        -8.3526        34.4330        38.2789      -142.7428       145.2131       -30.8175       205.9419         2.9520       222.3639
2007-06-08/07:33:43         17.5690        -5.5033        35.3621        39.8677      -110.7844       158.5870         9.8815       193.7025         3.7604       116.3181
2007-06-08/07:33:46         16.2248        -4.5109        37.8529        41.4298       -70.0011       170.0499         1.1765       183.8981         3.0614        57.5731
2007-06-08/07:33:49         16.5265        -5.1735        36.3952        40.3051      -144.8079       155.1601        35.8020       215.2342         3.9449        45.6905
2007-06-08/07:33:52         14.3339        -5.5754        34.7092        37.9641      -203.9450       148.8872        42.9884       256.1425         3.8519       119.7930
2007-06-08/07:33:55         11.7887        -3.1369        34.2883        36.3937      -106.3615       157.3865        -0.9540       189.9584         4.3560       191.1352
2007-06-08/07:33:58         12.9483        -4.7821        33.0691        35.8342       -84.1786       131.2991         1.8869       155.9777         3.4742       228.4729
2007-06-08/07:34:01         11.1807        -5.3298        33.6897        35.8944       -85.0622       125.2986       -11.0642       151.8477         3.7572       216.3778
2007-06-08/07:34:04         11.4394        -4.8507        34.8006        36.9522       -99.9625       143.5436         5.7413       175.0149         3.4403       213.8053
2007-06-08/07:34:07          7.8195         1.4342        34.7695        35.6668       -77.7729       122.1972       -15.4143       145.6653         3.4706       234.3967
2007-06-08/07:34:10          7.2423         2.6039        37.1997        37.9874       -74.6778       105.0792       -10.8643       129.3694         3.1538       247.7993
2007-06-08/07:34:13          7.9470         2.0873        36.4904        37.4040       -68.6072       118.3290         1.1735       136.7848         3.3027       219.1195
2007-06-08/07:34:16          6.6162         1.5929        36.0701        36.7065       -90.2254       126.9190        -9.7037       156.0231         3.7330       241.5811
2007-06-08/07:34:19          8.6682         3.3972        35.7948        36.9858       -79.8014       123.6061       -11.2017       147.5541         4.0404       228.2907
2007-06-08/07:34:22          8.5536         1.0066        35.1555        36.1952       -67.2407       119.3868       -34.2580       141.2378         3.6557       254.7676
2007-06-08/07:34:25          9.1326         1.9033        35.1120        36.3302       -75.6990       107.6123       -20.3408       133.1334         3.2113       295.3894
2007-06-08/07:34:28          9.0178         2.4475        34.5734        35.8139       -66.6808        83.8748       -11.5242       107.7688         3.0876       299.1730
2007-06-08/07:34:31          9.8116         3.2358        34.4274        35.9441       -67.9933        80.9087       -17.6490       107.1485         3.2493       282.7025
2007-06-08/07:34:34         16.5929        -3.0272        34.3428        38.2611       -80.9729        56.6050        -7.5824        99.0870         3.2291       284.7905
2007-06-08/07:34:37         12.7942       -16.3896        32.8390        38.8679       -95.6596       126.9538       -14.3380       159.6045         3.7249       227.0371
2007-06-08/07:34:40         12.9850       -16.3695        35.0605        40.8143      -108.2078       197.4593         6.4578       225.2572         3.2501       187.9883
2007-06-08/07:34:43         11.7846        -7.5037        39.4078        41.8110      -110.9537       163.7870        -2.0388       197.8410         3.6055       105.1442
2007-06-08/07:34:46         13.2777        -7.1989        39.9166        42.6785      -110.2971       166.8228        13.5218       200.4449         3.8219        55.0918
2007-06-08/07:34:49         12.9129        -6.5008        39.8438        42.3855       -95.7374       123.9583         3.2588       156.6586         3.9460        39.7186
2007-06-08/07:34:52         12.6098        -7.2181        39.5214        42.1076       -92.4398       139.1744         4.9442       167.1498         3.9338        37.0975
2007-06-08/07:34:55         12.0689        -6.2395        39.8986        42.1484       -92.9908       132.1158         4.0572       161.6117         4.3317        36.2262
2007-06-08/07:34:58         11.6504        -4.8663        40.1495        42.0879       -94.3168       130.4044         6.7045       161.0774         4.4037        35.5930
2007-06-08/07:35:01         11.6075        -4.0040        39.7969        41.6481       -97.4195       134.5799         6.9136       166.2832         4.4542        35.9365
2007-06-08/07:35:04         11.2290        -4.0799        39.9131        41.6628      -104.6337       138.8980         9.7921       174.1744         4.7618        37.0036
2007-06-08/07:35:07         11.4412        -4.1023        39.6395        41.4611      -105.4406       132.8020         8.7541       169.7961         4.8079        37.5924
2007-06-08/07:35:10         11.3207        -3.1671        39.8061        41.5056      -107.6850       140.1759        11.1831       177.1169         4.6986        39.7633
2007-06-08/07:35:13         11.1901        -3.9517        39.9723        41.6967      -108.6236       145.6707        14.3544       182.2775         4.9251        37.7192
2007-06-08/07:35:16         10.7414        -4.1488        40.0570        41.6792      -113.8563       131.9602        14.2020       174.8669         5.1475        37.0919
2007-06-08/07:35:19          9.8942        -3.7076        40.0351        41.4059      -126.9940       123.2715        17.9748       177.8945         5.3266        38.0570
2007-06-08/07:35:22         11.5728        -3.3183        39.1723        40.9807      -163.2611       129.8684        35.3143       211.5823         4.7945        39.3493
2007-06-08/07:35:25         20.8439        -8.4255        33.6277        40.4509      -168.0603       159.3340        43.5535       235.6449         4.0268        57.8617
2007-06-08/07:35:28         19.9164        -9.2505        33.8069        40.3131      -165.3031       189.4253        36.7131       254.0766         2.8069       116.5500
2007-06-08/07:35:31         16.6147        -5.6023        34.8273        38.9920      -158.9100       191.9159        50.1552       254.1646         3.0853       124.9502
2007-06-08/07:35:34         16.1653       -10.0531        32.1028        37.3226      -112.9266       164.9400        35.5511       203.0308         3.6821       144.7296
2007-06-08/07:35:37         17.2605        -9.0439        34.5222        39.6421      -134.3772       218.1444        17.4863       256.8073         3.5743       208.1232
2007-06-08/07:35:40         16.8023        -8.4557        35.9938        40.6124      -137.7887       200.2317        45.4959       247.2819         3.5950        81.5299
2007-06-08/07:35:43         15.9538        -8.5586        36.7658        40.9816      -128.4933       214.7851        43.5690       254.0501         3.7053        68.2403
2007-06-08/07:35:46         17.3604        -8.6101        36.6857        41.4893      -129.3910       191.7125        36.0485       234.0838         3.5877        55.8435
2007-06-08/07:35:49         16.2813       -10.6524        36.5003        41.3621      -155.2032       205.1863        51.8533       262.4466         3.2427        63.1937
2007-06-08/07:35:52         15.0547        -8.7214        38.2854        42.0533      -123.6002       215.1702        42.3813       251.7368         3.3587        62.9686
2007-06-08/07:35:55         14.9795        -6.9422        38.7540        42.1243      -104.6817       175.8468        22.6582       205.8975         3.6001        43.1800
2007-06-08/07:35:58         14.6492        -8.0807        38.5516        42.0253      -108.9602       148.1871        16.9294       184.7115         4.5329        38.2843
2007-06-08/07:36:01         14.1093        -8.2415        38.7412        42.0461      -106.6100       150.2348        17.1767       185.0168         4.9403        39.0018
2007-06-08/07:36:04         13.1184        -7.2772        39.1023        41.8813      -101.4137       134.9104         9.6468       169.0521         4.4891        37.1719
2007-06-08/07:36:07         11.9443        -4.5302        39.9470        41.9399      -106.9070       139.5038        12.9456       176.2328         4.7883        37.8090
2007-06-08/07:36:10         12.1717        -4.1430        39.8406        41.8640      -114.9532       149.6533        19.6724       189.7297         5.0070        38.2120
