Time                         Bx(nT)         By(nT)         Bz(nT)         Btot(km/s)    Vx(km/s)        Vy(km/s)      Vz(km/s)       Vtot(km/s)      Density(cm^-3)Temp(K)
2008-04-15/07:45:44         -2.2583         4.6225        11.4188        12.5242        11.1821        15.5329       -17.5930        25.9966         1.4132       615.1603
2008-04-15/07:45:47         -2.1351         4.9455        11.4090        12.6167         6.5006        11.7775       -21.2781        25.1739         1.3840       632.8681
2008-04-15/07:45:50         -2.0036         4.8493        11.5405        12.6772         5.5451        12.2453       -21.6700        25.5006         1.4714       602.8488
2008-04-15/07:45:53         -1.8744         4.6984        11.5217        12.5832        -4.1103         9.9065       -17.4336        20.4686         1.4423       604.0525
2008-04-15/07:45:56         -1.9399         4.7494        11.5853        12.6704        -4.8996        13.0006       -20.9987        25.1787         1.4423       610.6173
2008-04-15/07:45:59         -1.8834         4.8521        11.8403        12.9338        -4.4046        11.6649       -16.1126        20.3737         1.4423       611.4421
2008-04-15/07:46:02         -1.8458         4.7761        12.0641        13.1058        -8.7379        12.6186       -10.8745        18.8105         1.5006       577.2773
2008-04-15/07:46:05         -1.9824         4.3123        12.2371        13.1252       -11.7097        10.7595       -14.7286        21.6752         1.5006       582.8578
2008-04-15/07:46:08         -1.9503         4.0141        12.4115        13.1895        -6.7414         4.3200       -12.5630        14.8976         1.5297       557.8318
2008-04-15/07:46:11         -1.7826         4.0261        12.3517        13.1131        -6.3083         4.5789       -11.8053        14.1466         1.5588       569.8008
2008-04-15/07:46:14         -1.4872         4.0540        12.3013        13.0372       -14.9744         5.4231       -12.2641        20.1010         1.5297       562.7146
2008-04-15/07:46:17         -1.2063         4.1566        12.0631        12.8160       -11.2651        -2.5956       -10.4348        15.5732         1.5880       548.9372
2008-04-15/07:46:20         -0.9412         4.2891        12.0052        12.7831       -16.4834        -2.6956       -10.8582        19.9216         1.5588       567.1694
2008-04-15/07:46:23         -1.1172         4.3535        12.0183        12.8313       -21.0907        -1.2886       -10.7960        23.7283         1.6463       546.2979
2008-04-15/07:46:26         -1.0049         4.3050        12.2860        13.0571       -20.5761       -11.3503       -10.9335        25.9181         1.5297       570.5240
2008-04-15/07:46:29         -1.2208         4.4054        12.4322        13.2461       -27.2785       -14.7570       -12.2726        33.3542         1.5588       556.2148
2008-04-15/07:46:32         -1.2983         5.1194        12.4775        13.5492       -28.1633       -15.3803       -12.5645        34.4614         1.5297       578.0785
2008-04-15/07:46:35         -1.4368         5.2926        12.5695        13.7139       -31.5362       -16.9235       -14.0711        38.4569         1.5006       563.1515
2008-04-15/07:46:38         -0.3652         4.3062        13.1881        13.8781       -16.3731       -19.9222       -13.3795        29.0514         1.5297       551.7098
2008-04-15/07:46:41          0.5522         3.3231        13.7169        14.1245        -8.7670       -35.1074       -12.5524        38.3008         1.3840       593.7742
2008-04-15/07:46:44          0.9179         2.3667        13.2055        13.4472        -2.4013       -47.5075       -12.3033        49.1335         1.3840       611.9986
2008-04-15/07:46:47          0.7866         2.2333        12.1721        12.4002         6.2998       -64.2887        -7.7331        65.0579         1.4423       593.1591
2008-04-15/07:46:50         -0.5263         3.6251        11.9255        12.4755        -1.8227       -63.4110        -5.3639        63.6635         1.2675       655.2943
2008-04-15/07:46:53         -1.7098         4.7658        11.4792        12.5463        -2.4943       -53.2850         9.9229        54.2585         1.0926       762.3414
2008-04-15/07:46:56         -2.1739         4.4534        10.5803        11.6834         3.0742       -53.9790        17.5821        56.8534         1.1801       702.6323
2008-04-15/07:46:59         -3.3154         4.6656         9.9803        11.5051         4.9082       -49.3474        22.6503        54.5187         1.2675       703.4307
2008-04-15/07:47:02         -4.3968         4.7217         9.8153        11.7459         8.4665       -49.6170        17.1594        53.1787         1.4423       643.3499
2008-04-15/07:47:05         -5.0386         4.4289        10.6482        12.5852         8.0761       -48.9309        23.5607        54.9050         1.3549       677.9974
2008-04-15/07:47:08         -4.2311         4.1388        10.8180        12.3313         8.2629       -46.5689        12.6570        48.9605         1.2966       694.8761
2008-04-15/07:47:11         -4.3147         4.3500        10.2265        11.9214       -20.2767       -48.3557         1.7646        52.4646         1.7337       548.9343
2008-04-15/07:47:14         -4.5213         4.9596        10.1884        12.2002       -17.1279       -48.7761         1.3654        51.7140         1.6754       545.8488
2008-04-15/07:47:17         -4.7156         4.6361        10.1003        12.0726       -13.1118       -53.4625         5.8141        55.3530         1.5880       555.3144
2008-04-15/07:47:20         -4.8681         4.6163        10.0653        12.0963       -17.6404       -62.4059        -0.4322        64.8526         1.6171       557.2605
2008-04-15/07:47:23         -4.7990         5.0935         9.3620        11.6885       -14.5754       -75.2942         2.3443        76.7278         1.6171       572.2443
2008-04-15/07:47:26         -5.1645         5.3508         9.6206        12.1597        -1.7548       -88.7812         7.6679        89.1290         1.5588       579.2204
2008-04-15/07:47:29         -3.3198         2.4553        11.1581        11.8976       -10.0167       -95.9112        -3.9068        96.5120         1.4132       629.5947
2008-04-15/07:47:32         -4.3843        -0.8409        13.5444        14.2611       -49.2251       -83.1640       -10.6845        97.2292         1.7337       535.0276
2008-04-15/07:47:35          0.7457        -5.9940        15.0012        16.1716       -43.8320       -63.1970       -23.3806        80.3850         1.7919       443.5319
2008-04-15/07:47:38          1.7508        -4.3841        12.6443        13.4968       -78.4385       -34.2435       -15.8529        87.0432         2.3456       327.9825
2008-04-15/07:47:41         -4.7796         1.2019        12.7264        13.6473      -153.1843       -11.9571        20.3028       154.9858         4.0064       268.9815
2008-04-15/07:47:44         -6.6613         5.1909        12.8721        15.3951      -181.5502        43.0924        -9.7213       186.8474         3.9190       232.2526
2008-04-15/07:47:47         -5.2048         3.2574        13.1886        14.5478      -168.9543        29.1317       -39.7729       176.0003         4.2395       195.3640
2008-04-15/07:47:50         -5.0292         1.7920        11.3205        12.5163      -170.9090        30.4956        -3.8793       173.6517         5.1427       175.0840
2008-04-15/07:47:53         -2.7566        -0.4681        13.8622        14.1414      -191.4862        41.6904       -15.5234       196.5860         5.8129       154.0247
2008-04-15/07:47:56         -2.4269         1.5526        13.5070        13.8108      -189.2398        34.7662         1.0137       192.4095         4.5600       174.6545
2008-04-15/07:47:59         -5.3194         4.4586        13.7115        15.3682      -185.3617        10.7700         7.0555       185.8083         4.8222       155.5076
2008-04-15/07:48:02         -4.9270         2.0383        14.4311        15.3846      -178.0912        29.0423       -31.7737       183.2198         3.5402       180.4687
2008-04-15/07:48:05         -4.4559         2.2986        13.7008        14.5894      -183.7448        36.5005       -47.0918       193.1633         3.6567       166.0312
2008-04-15/07:48:08         -4.2172         1.8140        15.5343        16.1985      -187.4316        48.0700       -52.6536       200.5336         3.8607       161.9316
2008-04-15/07:48:11         -3.8932         0.2853        16.0473        16.5153      -162.0319         9.8292       -48.8074       169.5084         2.5786       204.4232
2008-04-15/07:48:14         -3.1718         1.3293        15.2615        15.6442      -127.0508       -23.6944       -52.1661       139.3723         2.4621       218.0929
